artifact_status,family,phase,dataset,method,mode,training_scope,seed,partition_alpha,run_id,comm_round_or_iterations,local_epochs,batch_size,g_learning_rate,f_learning_rate,server_learning_rate,critic_multiplier,weight_decay,gradient_clip_norm,best_validation_mse,best_validation_round,test_mse_at_best_validation,final_validation_mse,final_test_mse,runtime_seconds,diverged,selection_metric_source,test_mse_used_for_selection,test_mse_logged_by_round,has_mse_by_round,has_predictions,has_best_validation_checkpoint,config_path,metrics_path
primary,centralized_lowdim_v1,,step,sgda,stochastic,centralized,0,,centralized_step_sgda_seed0,500,,256,0.001,0.01,,,0.0,1.0,0.09889824425387012,499,0.09993839179631007,0.09889824425387012,0.09993839179631007,21.81402349472046,False,validation,False,False,True,True,True,results/centralized_lowdim_v1/step/sgda/seed_0/effective_config.json,results/centralized_lowdim_v1/step/sgda/seed_0/metrics.json
primary,centralized_lowdim_v1,,step,sgda,stochastic,centralized,1,,centralized_step_sgda_seed1,500,,256,0.001,0.01,,,0.0,1.0,0.04675791724046566,345,0.04705868497803368,0.05447668294352016,0.054532054205056475,22.73801827430725,False,validation,False,False,True,True,True,results/centralized_lowdim_v1/step/sgda/seed_1/effective_config.json,results/centralized_lowdim_v1/step/sgda/seed_1/metrics.json
primary,centralized_lowdim_v1,,step,sgda,stochastic,centralized,2,,centralized_step_sgda_seed2,500,,256,0.001,0.01,,,0.0,1.0,0.02716828828655137,226,0.02760176339934863,0.061761480477376514,0.06329886174140302,21.51948595046997,False,validation,False,False,True,True,True,results/centralized_lowdim_v1/step/sgda/seed_2/effective_config.json,results/centralized_lowdim_v1/step/sgda/seed_2/metrics.json
smoke,centralized_lowdim_v1_smoke,,abs,gda,deterministic,centralized,0,,centralized_abs_gda_seed0,2,,0,0.001,0.01,,,0.0,1.0,2.647537724561854,0,2.712138455226392,2.6572434726292604,2.7220208425054957,0.48138904571533203,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_smoke/abs/gda/seed_0/effective_config.json,results/centralized_lowdim_v1_smoke/abs/gda/seed_0/metrics.json
smoke,centralized_lowdim_v1_smoke,,abs,oadam,stochastic,centralized,0,,centralized_abs_oadam_seed0,2,,256,0.001,0.01,,,0.0,1.0,2.801590254739793,1,2.8653814042744936,2.801590254739793,2.8653814042744936,0.15030336380004883,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_smoke/abs/oadam/seed_0/effective_config.json,results/centralized_lowdim_v1_smoke/abs/oadam/seed_0/metrics.json
smoke,centralized_lowdim_v1_smoke,,abs,sgda,stochastic,centralized,0,,centralized_abs_sgda_seed0,2,,256,0.001,0.01,,,0.0,1.0,2.6475632212861178,0,2.712167644240736,2.657403210571162,2.7222112412424506,0.24591827392578125,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_smoke/abs/sgda/seed_0/effective_config.json,results/centralized_lowdim_v1_smoke/abs/sgda/seed_0/metrics.json
smoke,centralized_lowdim_v1_smoke_tiny,,abs,gda,deterministic,centralized,0,,centralized_abs_gda_seed0,2,,0,0.001,0.01,,,0.0,1.0,2.647537724561854,0,2.712138455226392,2.6572434726292604,2.7220208425054957,0.2065579891204834,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_smoke_tiny/abs/gda/seed_0/effective_config.json,results/centralized_lowdim_v1_smoke_tiny/abs/gda/seed_0/metrics.json
smoke,centralized_lowdim_v1_smoke_tiny,,abs,oadam,stochastic,centralized,0,,centralized_abs_oadam_seed0,2,,256,0.001,0.01,,,0.0,1.0,2.801590254739793,1,2.8653814042744936,2.801590254739793,2.8653814042744936,0.15929174423217773,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_smoke_tiny/abs/oadam/seed_0/effective_config.json,results/centralized_lowdim_v1_smoke_tiny/abs/oadam/seed_0/metrics.json
smoke,centralized_lowdim_v1_smoke_tiny,,abs,sgda,stochastic,centralized,0,,centralized_abs_sgda_seed0,2,,256,0.001,0.01,,,0.0,1.0,2.6475632212861178,0,2.712167644240736,2.657403210571162,2.7222112412424506,0.15252900123596191,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_smoke_tiny/abs/sgda/seed_0/effective_config.json,results/centralized_lowdim_v1_smoke_tiny/abs/sgda/seed_0/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,abs,gda,deterministic,centralized,0,,centralized_abs_gda_seed0,500,,0,0.001,0.03,,,0.0,1.0,0.4594614632383272,499,0.47681153471026,0.4594614632383272,0.47681153471026,186.99347496032715,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/abs/gda/seed_0/glr_0p001_flr_0p03/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/abs/gda/seed_0/glr_0p001_flr_0p03/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,abs,gda,deterministic,centralized,0,,centralized_abs_gda_seed0,500,,0,0.002,0.01,,,0.0,1.0,0.3432543338034959,326,0.35037189350282777,0.36065688755338515,0.3722385235702896,108.8625636100769,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/abs/gda/seed_0/glr_0p002_flr_0p01/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/abs/gda/seed_0/glr_0p002_flr_0p01/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,abs,gda,deterministic,centralized,0,,centralized_abs_gda_seed0,500,,0,0.002,0.03,,,0.0,1.0,0.23257030102425588,499,0.23853900146457407,0.23257030102425588,0.23853900146457407,100.37738919258118,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/abs/gda/seed_0/glr_0p002_flr_0p03/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/abs/gda/seed_0/glr_0p002_flr_0p03/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,abs,gda,deterministic,centralized,0,,centralized_abs_gda_seed0,500,,0,0.005,0.01,,,0.0,1.0,0.291750951825973,374,0.29878025125769875,0.31234620911451205,0.3133172637242501,101.14184331893921,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/abs/gda/seed_0/glr_0p005_flr_0p01/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/abs/gda/seed_0/glr_0p005_flr_0p01/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,abs,gda,deterministic,centralized,0,,centralized_abs_gda_seed0,500,,0,0.005,0.03,,,0.0,1.0,0.05302576367829993,499,0.054314857088677705,0.05302576367829993,0.054314857088677705,102.57512831687927,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/abs/gda/seed_0/glr_0p005_flr_0p03/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/abs/gda/seed_0/glr_0p005_flr_0p03/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,abs,sgda,stochastic,centralized,0,,centralized_abs_sgda_seed0,500,,256,0.001,0.03,,,0.0,1.0,0.45632566270552216,499,0.47348484122033924,0.45632566270552216,0.47348484122033924,71.02874946594238,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/abs/sgda/seed_0/glr_0p001_flr_0p03/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/abs/sgda/seed_0/glr_0p001_flr_0p03/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,abs,sgda,stochastic,centralized,0,,centralized_abs_sgda_seed0,500,,256,0.002,0.01,,,0.0,1.0,0.34141171008493587,327,0.3483727601882681,0.35368385533526,0.3647563198231664,79.32969880104065,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/abs/sgda/seed_0/glr_0p002_flr_0p01/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/abs/sgda/seed_0/glr_0p002_flr_0p01/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,abs,sgda,stochastic,centralized,0,,centralized_abs_sgda_seed0,500,,256,0.002,0.03,,,0.0,1.0,0.2289706860771763,499,0.23457690770327386,0.2289706860771763,0.23457690770327386,69.11074948310852,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/abs/sgda/seed_0/glr_0p002_flr_0p03/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/abs/sgda/seed_0/glr_0p002_flr_0p03/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,abs,sgda,stochastic,centralized,0,,centralized_abs_sgda_seed0,500,,256,0.005,0.01,,,0.0,1.0,0.29464732891052037,376,0.30191383817169815,0.3046050183165706,0.3054904323997099,59.33615159988403,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/abs/sgda/seed_0/glr_0p005_flr_0p01/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/abs/sgda/seed_0/glr_0p005_flr_0p01/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,abs,sgda,stochastic,centralized,0,,centralized_abs_sgda_seed0,500,,256,0.005,0.03,,,0.0,1.0,0.050380845932419975,499,0.05147121728718953,0.050380845932419975,0.05147121728718953,77.65493202209473,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/abs/sgda/seed_0/glr_0p005_flr_0p03/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/abs/sgda/seed_0/glr_0p005_flr_0p03/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,linear,gda,deterministic,centralized,0,,centralized_linear_gda_seed0,500,,0,0.001,0.03,,,0.0,1.0,0.1707704682595285,499,0.17748241080604737,0.1707704682595285,0.17748241080604737,89.67877650260925,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/linear/gda/seed_0/glr_0p001_flr_0p03/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/linear/gda/seed_0/glr_0p001_flr_0p03/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,linear,gda,deterministic,centralized,0,,centralized_linear_gda_seed0,500,,0,0.002,0.01,,,0.0,1.0,0.021077833696030966,478,0.02150043607336113,0.0337091867308718,0.03469603921119169,126.24150061607361,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/linear/gda/seed_0/glr_0p002_flr_0p01/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/linear/gda/seed_0/glr_0p002_flr_0p01/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,linear,gda,deterministic,centralized,0,,centralized_linear_gda_seed0,500,,0,0.002,0.03,,,0.0,1.0,0.025824697150732972,361,0.02671626205404894,0.13555863645807043,0.1332795520055538,124.01082563400269,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/linear/gda/seed_0/glr_0p002_flr_0p03/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/linear/gda/seed_0/glr_0p002_flr_0p03/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,linear,gda,deterministic,centralized,0,,centralized_linear_gda_seed0,500,,0,0.005,0.01,,,0.0,1.0,0.023577555557787313,274,0.0240733722707677,0.17815568698725046,0.18126137812021553,106.41112446784973,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/linear/gda/seed_0/glr_0p005_flr_0p01/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/linear/gda/seed_0/glr_0p005_flr_0p01/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,linear,gda,deterministic,centralized,0,,centralized_linear_gda_seed0,500,,0,0.005,0.03,,,0.0,1.0,0.015301129722497654,440,0.015596942119116596,0.07899031620676357,0.07755469605159047,108.9588725566864,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/linear/gda/seed_0/glr_0p005_flr_0p03/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/linear/gda/seed_0/glr_0p005_flr_0p03/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,linear,sgda,stochastic,centralized,0,,centralized_linear_sgda_seed0,500,,256,0.001,0.03,,,0.0,1.0,0.1717303989612753,499,0.1784260632604047,0.1717303989612753,0.1784260632604047,75.76657891273499,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/linear/sgda/seed_0/glr_0p001_flr_0p03/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/linear/sgda/seed_0/glr_0p001_flr_0p03/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,linear,sgda,stochastic,centralized,0,,centralized_linear_sgda_seed0,500,,256,0.002,0.01,,,0.0,1.0,0.020614207327313533,479,0.020985866774093795,0.03121256985125555,0.03201860365258621,76.92665266990662,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/linear/sgda/seed_0/glr_0p002_flr_0p01/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/linear/sgda/seed_0/glr_0p002_flr_0p01/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,linear,sgda,stochastic,centralized,0,,centralized_linear_sgda_seed0,500,,256,0.002,0.03,,,0.0,1.0,0.025330923737568047,360,0.02619095663036838,0.13606097845092568,0.13382478782874746,69.22218227386475,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/linear/sgda/seed_0/glr_0p002_flr_0p03/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/linear/sgda/seed_0/glr_0p002_flr_0p03/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,linear,sgda,stochastic,centralized,0,,centralized_linear_sgda_seed0,500,,256,0.005,0.01,,,0.0,1.0,0.022069915768621634,276,0.022509430058715103,0.12887027649011948,0.1310250330120953,70.92970085144043,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/linear/sgda/seed_0/glr_0p005_flr_0p01/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/linear/sgda/seed_0/glr_0p005_flr_0p01/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,linear,sgda,stochastic,centralized,0,,centralized_linear_sgda_seed0,500,,256,0.005,0.03,,,0.0,1.0,0.010889469178672782,434,0.011146386879056738,0.10145125795078352,0.09941223116147384,64.2149977684021,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/linear/sgda/seed_0/glr_0p005_flr_0p03/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/linear/sgda/seed_0/glr_0p005_flr_0p03/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,sin,gda,deterministic,centralized,0,,centralized_sin_gda_seed0,500,,0,0.001,0.03,,,0.0,1.0,0.12003214452834009,499,0.11967369173503013,0.12003214452834009,0.11967369173503013,191.06335830688477,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/gda/seed_0/glr_0p001_flr_0p03/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/gda/seed_0/glr_0p001_flr_0p03/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,sin,gda,deterministic,centralized,0,,centralized_sin_gda_seed0,500,,0,0.002,0.01,,,0.0,1.0,0.10981624437456274,284,0.11017645070057991,0.1411550775828996,0.1410283753305926,137.0080041885376,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/gda/seed_0/glr_0p002_flr_0p01/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/gda/seed_0/glr_0p002_flr_0p01/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,sin,gda,deterministic,centralized,0,,centralized_sin_gda_seed0,500,,0,0.002,0.03,,,0.0,1.0,0.1048110575712053,343,0.10522408631618516,0.10865061093378663,0.10978685299510332,195.1083037853241,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/gda/seed_0/glr_0p002_flr_0p03/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/gda/seed_0/glr_0p002_flr_0p03/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,sin,gda,deterministic,centralized,0,,centralized_sin_gda_seed0,500,,0,0.005,0.01,,,0.0,1.0,0.1027194008819034,454,0.10363913679866546,0.17390481500167065,0.17288187416014494,159.9971101284027,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/gda/seed_0/glr_0p005_flr_0p01/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/gda/seed_0/glr_0p005_flr_0p01/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,sin,gda,deterministic,centralized,0,,centralized_sin_gda_seed0,500,,0,0.005,0.03,,,0.0,1.0,0.09374256732495806,470,0.0948203372384028,0.09753548528456497,0.09890828284303067,381.527845621109,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/gda/seed_0/glr_0p005_flr_0p03/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/gda/seed_0/glr_0p005_flr_0p03/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,sin,sgda,stochastic,centralized,0,,centralized_sin_sgda_seed0,500,,256,0.001,0.03,,,0.0,1.0,0.12073985020304279,499,0.12037234241875276,0.12073985020304279,0.12037234241875276,73.46384835243225,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/sgda/seed_0/glr_0p001_flr_0p03/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/sgda/seed_0/glr_0p001_flr_0p03/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,sin,sgda,stochastic,centralized,0,,centralized_sin_sgda_seed0,500,,256,0.002,0.01,,,0.0,1.0,0.10984450528526597,286,0.11027708949355292,0.13802280729274682,0.13787484643770534,236.162428855896,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/sgda/seed_0/glr_0p002_flr_0p01/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/sgda/seed_0/glr_0p002_flr_0p01/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,sin,sgda,stochastic,centralized,0,,centralized_sin_sgda_seed0,500,,256,0.002,0.03,,,0.0,1.0,0.10465473144780219,348,0.10508070310290886,0.11322718469380684,0.11453220614004052,169.86829686164856,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/sgda/seed_0/glr_0p002_flr_0p03/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/sgda/seed_0/glr_0p002_flr_0p03/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,sin,sgda,stochastic,centralized,0,,centralized_sin_sgda_seed0,500,,256,0.005,0.01,,,0.0,1.0,0.1023126864132813,457,0.10322600484614784,0.16768687406986627,0.16677257957688202,231.0481595993042,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/sgda/seed_0/glr_0p005_flr_0p01/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/sgda/seed_0/glr_0p005_flr_0p01/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,sin,sgda,stochastic,centralized,0,,centralized_sin_sgda_seed0,500,,256,0.005,0.03,,,0.0,1.0,0.09440103388577842,459,0.09568293542117115,0.10278271386847965,0.1042182379283322,186.57301473617554,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/sgda/seed_0/glr_0p005_flr_0p03/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/sgda/seed_0/glr_0p005_flr_0p03/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,step,gda,deterministic,centralized,0,,centralized_step_gda_seed0,500,,0,0.001,0.03,,,0.0,1.0,0.08954183956304662,499,0.09061435418003529,0.08954183956304662,0.09061435418003529,118.0921700000763,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/step/gda/seed_0/glr_0p001_flr_0p03/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/step/gda/seed_0/glr_0p001_flr_0p03/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,step,gda,deterministic,centralized,0,,centralized_step_gda_seed0,500,,0,0.002,0.01,,,0.0,1.0,0.058687260310526526,286,0.05886856537455003,0.08636648850905945,0.08791839623799273,159.7633454799652,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/step/gda/seed_0/glr_0p002_flr_0p01/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/step/gda/seed_0/glr_0p002_flr_0p01/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,step,gda,deterministic,centralized,0,,centralized_step_gda_seed0,500,,0,0.002,0.03,,,0.0,1.0,0.04994864171735635,347,0.05021967337183124,0.06117204107858569,0.06139406724636595,166.78615021705627,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/step/gda/seed_0/glr_0p002_flr_0p03/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/step/gda/seed_0/glr_0p002_flr_0p03/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,step,gda,deterministic,centralized,0,,centralized_step_gda_seed0,500,,0,0.005,0.01,,,0.0,1.0,0.04808343360907429,451,0.048441317593093385,0.1266717767192224,0.1263665446168391,110.32291841506958,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/step/gda/seed_0/glr_0p005_flr_0p01/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/step/gda/seed_0/glr_0p005_flr_0p01/metrics.json
tuning,centralized_lowdim_v1_tuning,c5_gda_sgda_lr_screen,step,gda,deterministic,centralized,0,,centralized_step_gda_seed0,500,,0,0.005,0.03,,,0.0,1.0,0.03809920333915281,473,0.03836291758160272,0.04189398356261052,0.04219264190675902,117.66667199134827,False,validation,False,False,True,True,True,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/step/gda/seed_0/glr_0p005_flr_0p03/effective_config.json,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/step/gda/seed_0/glr_0p005_flr_0p03/metrics.json
